   12
   -0.920000   40
  230.000000  0.660616E+00  0.593290E-01   0.000  1   CBMAMI_2015_LINTURI
  250.000000  0.533692E+00  0.484390E-01   0.000  1   CBMAMI_2015_LINTURI
  260.000000  0.511666E+00  0.484390E-01   0.000  1   CBMAMI_2015_LINTURI
  280.000000  0.531973E+00  0.393990E-01   0.000  1   CBMAMI_2015_LINTURI
  290.000000  0.535008E+00  0.393990E-01   0.000  1   CBMAMI_2015_LINTURI
  310.000000  0.514818E+00  0.682300E-01   0.000  1   CBMAMI_2015_LINTURI
  320.000000  0.521361E+00  0.682300E-01   0.000  1   CBMAMI_2015_LINTURI
  320.000000  0.521361E+00  0.682300E-01   0.000  1   CBMAMI_2015_LINTURI
  340.000000  0.572984E+00  0.708060E-01   0.000  1   CBMAMI_2015_LINTURI
  350.000000  0.591950E+00  0.708060E-01   0.000  1   CBMAMI_2015_LINTURI
  370.000000  0.571688E+00  0.951900E-01   0.000  1   CBMAMI_2015_LINTURI
  380.000000  0.524332E+00  0.951900E-01   0.000  1   CBMAMI_2015_LINTURI
  400.000000  0.424426E+00  0.513820E-01   0.000  1   CBMAMI_2015_LINTURI
  410.000000  0.433397E+00  0.513820E-01   0.000  1   CBMAMI_2015_LINTURI
  430.000000  0.510423E+00  0.618990E-01   0.000  1   CBMAMI_2015_LINTURI
  440.000000  0.471729E+00  0.618990E-01   0.000  1   CBMAMI_2015_LINTURI
  460.000000  0.266693E+00  0.994470E-01   0.000  1   CBMAMI_2015_LINTURI
  470.000000  0.227749E+00  0.994470E-01   0.000  1   CBMAMI_2015_LINTURI
  490.000000  0.297597E+00  0.754610E-01   0.000  1   CBMAMI_2015_LINTURI
  500.000000  0.295281E+00  0.754610E-01   0.000  1   CBMAMI_2015_LINTURI
  520.000000  0.209173E+00  0.684860E-01   0.000  1   CBMAMI_2015_LINTURI
  530.000000  0.231498E+00  0.684860E-01   0.000  1   CBMAMI_2015_LINTURI
  550.000000  0.445149E+00  0.513100E-01   0.000  1   CBMAMI_2015_LINTURI
  560.000000  0.559263E+00  0.513100E-01   0.000  1   CBMAMI_2015_LINTURI
  580.000000  0.682567E+00  0.655630E-01   0.000  1   CBMAMI_2015_LINTURI
  590.000000  0.676407E+00  0.655630E-01   0.000  1   CBMAMI_2015_LINTURI
  610.000000  0.615498E+00  0.597600E-01   0.000  1   CBMAMI_2015_LINTURI
  620.000000  0.643269E+00  0.597600E-01   0.000  1   CBMAMI_2015_LINTURI
  640.000000  0.813600E+00  0.503310E-01   0.000  1   CBMAMI_2015_LINTURI
